twin_id,product_id,return_id,current_state,wear_and_tear_score
TWIN-PROD-0561-RTN-0665,PROD-0561,RTN-0665,INSPECTED,0
TWIN-PROD-0570-RTN-0666,PROD-0570,RTN-0666,INSPECTED,0
TWIN-PROD-0201-RTN-0667,PROD-0201,RTN-0667,INSPECTED,9
TWIN-PROD-0916-RTN-0668,PROD-0916,RTN-0668,INSPECTED,9
TWIN-PROD-0440-RTN-0669,PROD-0440,RTN-0669,INSPECTED,0
TWIN-PROD-0155-RTN-0670,PROD-0155,RTN-0670,INSPECTED,0
TWIN-PROD-0760-RTN-0671,PROD-0760,RTN-0671,INSPECTED,0
TWIN-PROD-0103-RTN-0672,PROD-0103,RTN-0672,INSPECTED,0
TWIN-PROD-0418-RTN-0673,PROD-0418,RTN-0673,INSPECTED,0
TWIN-PROD-0808-RTN-0674,PROD-0808,RTN-0674,INSPECTED,0
TWIN-PROD-0953-RTN-0675,PROD-0953,RTN-0675,INSPECTED,0
TWIN-PROD-0253-RTN-0676,PROD-0253,RTN-0676,INSPECTED,0
TWIN-PROD-0403-RTN-0677,PROD-0403,RTN-0677,INSPECTED,0
TWIN-PROD-0992-RTN-0678,PROD-0992,RTN-0678,INSPECTED,0
TWIN-PROD-0715-RTN-0679,PROD-0715,RTN-0679,INSPECTED,8
TWIN-PROD-0954-RTN-0680,PROD-0954,RTN-0680,INSPECTED,0
TWIN-PROD-0889-RTN-0681,PROD-0889,RTN-0681,INSPECTED,0
TWIN-PROD-0907-RTN-0682,PROD-0907,RTN-0682,INSPECTED,0
TWIN-PROD-0477-RTN-0683,PROD-0477,RTN-0683,INSPECTED,0
TWIN-PROD-0140-RTN-0684,PROD-0140,RTN-0684,INSPECTED,1
TWIN-PROD-0793-RTN-0685,PROD-0793,RTN-0685,INSPECTED,0
TWIN-PROD-0555-RTN-0686,PROD-0555,RTN-0686,INSPECTED,0
TWIN-PROD-0398-RTN-0687,PROD-0398,RTN-0687,INSPECTED,0
TWIN-PROD-0872-RTN-0688,PROD-0872,RTN-0688,INSPECTED,0
TWIN-PROD-0740-RTN-0689,PROD-0740,RTN-0689,INSPECTED,0
TWIN-PROD-0484-RTN-0690,PROD-0484,RTN-0690,INSPECTED,0
TWIN-PROD-0657-RTN-0691,PROD-0657,RTN-0691,INSPECTED,0
TWIN-PROD-0936-RTN-0692,PROD-0936,RTN-0692,INSPECTED,0
TWIN-PROD-0154-RTN-0693,PROD-0154,RTN-0693,INSPECTED,0
TWIN-PROD-0030-RTN-0694,PROD-0030,RTN-0694,INSPECTED,0
TWIN-PROD-0566-RTN-0695,PROD-0566,RTN-0695,INSPECTED,0
TWIN-PROD-0631-RTN-0696,PROD-0631,RTN-0696,INSPECTED,0
TWIN-PROD-0546-RTN-0697,PROD-0546,RTN-0697,INSPECTED,9
TWIN-PROD-0222-RTN-0698,PROD-0222,RTN-0698,INSPECTED,10
TWIN-PROD-0474-RTN-0699,PROD-0474,RTN-0699,INSPECTED,7
TWIN-PROD-0938-RTN-0700,PROD-0938,RTN-0700,INSPECTED,2
TWIN-PROD-0985-RTN-0701,PROD-0985,RTN-0701,INSPECTED,0
TWIN-PROD-0745-RTN-0702,PROD-0745,RTN-0702,INSPECTED,0
TWIN-PROD-0112-RTN-0703,PROD-0112,RTN-0703,INSPECTED,0
TWIN-PROD-0154-RTN-0704,PROD-0154,RTN-0704,INSPECTED,0
TWIN-PROD-0802-RTN-0705,PROD-0802,RTN-0705,INSPECTED,0
TWIN-PROD-0775-RTN-0706,PROD-0775,RTN-0706,INSPECTED,0
TWIN-PROD-0445-RTN-0707,PROD-0445,RTN-0707,INSPECTED,0
TWIN-PROD-0086-RTN-0708,PROD-0086,RTN-0708,INSPECTED,0
TWIN-PROD-0474-RTN-0709,PROD-0474,RTN-0709,INSPECTED,0
TWIN-PROD-0137-RTN-0710,PROD-0137,RTN-0710,INSPECTED,1
TWIN-PROD-0790-RTN-0711,PROD-0790,RTN-0711,INSPECTED,8
TWIN-PROD-0736-RTN-0712,PROD-0736,RTN-0712,INSPECTED,2
TWIN-PROD-0648-RTN-0713,PROD-0648,RTN-0713,INSPECTED,0
TWIN-PROD-0186-RTN-0714,PROD-0186,RTN-0714,INSPECTED,0
TWIN-PROD-0655-RTN-0715,PROD-0655,RTN-0715,INSPECTED,1
TWIN-PROD-0249-RTN-0716,PROD-0249,RTN-0716,INSPECTED,0
TWIN-PROD-0600-RTN-0717,PROD-0600,RTN-0717,INSPECTED,0
TWIN-PROD-0680-RTN-0718,PROD-0680,RTN-0718,INSPECTED,0
TWIN-PROD-0383-RTN-0719,PROD-0383,RTN-0719,INSPECTED,0
TWIN-PROD-0696-RTN-0720,PROD-0696,RTN-0720,INSPECTED,0
TWIN-PROD-0583-RTN-0721,PROD-0583,RTN-0721,INSPECTED,0
TWIN-PROD-0763-RTN-0722,PROD-0763,RTN-0722,INSPECTED,0
TWIN-PROD-0431-RTN-0723,PROD-0431,RTN-0723,INSPECTED,0
TWIN-PROD-0394-RTN-0724,PROD-0394,RTN-0724,INSPECTED,0
TWIN-PROD-0073-RTN-0725,PROD-0073,RTN-0725,INSPECTED,0
TWIN-PROD-0663-RTN-0726,PROD-0663,RTN-0726,INSPECTED,0
TWIN-PROD-0713-RTN-0727,PROD-0713,RTN-0727,INSPECTED,3
TWIN-PROD-0902-RTN-0728,PROD-0902,RTN-0728,INSPECTED,10
TWIN-PROD-0319-RTN-0729,PROD-0319,RTN-0729,INSPECTED,0
TWIN-PROD-0074-RTN-0730,PROD-0074,RTN-0730,INSPECTED,4
TWIN-PROD-0663-RTN-0731,PROD-0663,RTN-0731,INSPECTED,0
TWIN-PROD-0067-RTN-0732,PROD-0067,RTN-0732,INSPECTED,0
TWIN-PROD-0663-RTN-0733,PROD-0663,RTN-0733,INSPECTED,2
TWIN-PROD-0940-RTN-0734,PROD-0940,RTN-0734,INSPECTED,9
TWIN-PROD-0003-RTN-0735,PROD-0003,RTN-0735,INSPECTED,0
TWIN-PROD-0135-RTN-0736,PROD-0135,RTN-0736,INSPECTED,10
TWIN-PROD-0318-RTN-0737,PROD-0318,RTN-0737,INSPECTED,0
TWIN-PROD-0147-RTN-0738,PROD-0147,RTN-0738,INSPECTED,2
TWIN-PROD-0094-RTN-0739,PROD-0094,RTN-0739,INSPECTED,0
TWIN-PROD-0620-RTN-0740,PROD-0620,RTN-0740,INSPECTED,6
TWIN-PROD-0018-RTN-0741,PROD-0018,RTN-0741,INSPECTED,0
TWIN-PROD-0832-RTN-0742,PROD-0832,RTN-0742,INSPECTED,0
TWIN-PROD-1000-RTN-0743,PROD-1000,RTN-0743,INSPECTED,0
TWIN-PROD-0071-RTN-0744,PROD-0071,RTN-0744,INSPECTED,0
TWIN-PROD-0849-RTN-0745,PROD-0849,RTN-0745,INSPECTED,6
TWIN-PROD-0900-RTN-0746,PROD-0900,RTN-0746,INSPECTED,0
TWIN-PROD-0533-RTN-0747,PROD-0533,RTN-0747,INSPECTED,0
TWIN-PROD-0474-RTN-0748,PROD-0474,RTN-0748,INSPECTED,6
TWIN-PROD-0803-RTN-0749,PROD-0803,RTN-0749,INSPECTED,0
TWIN-PROD-0300-RTN-0750,PROD-0300,RTN-0750,INSPECTED,0
TWIN-PROD-0207-RTN-0751,PROD-0207,RTN-0751,INSPECTED,0
TWIN-PROD-0871-RTN-0752,PROD-0871,RTN-0752,INSPECTED,0
TWIN-PROD-0635-RTN-0753,PROD-0635,RTN-0753,INSPECTED,0
TWIN-PROD-0972-RTN-0754,PROD-0972,RTN-0754,INSPECTED,0
TWIN-PROD-0723-RTN-0755,PROD-0723,RTN-0755,INSPECTED,7
TWIN-PROD-0551-RTN-0756,PROD-0551,RTN-0756,INSPECTED,0
TWIN-PROD-0712-RTN-0757,PROD-0712,RTN-0757,INSPECTED,1
TWIN-PROD-0432-RTN-0758,PROD-0432,RTN-0758,INSPECTED,0
TWIN-PROD-0708-RTN-0759,PROD-0708,RTN-0759,INSPECTED,0
TWIN-PROD-0297-RTN-0760,PROD-0297,RTN-0760,INSPECTED,1
TWIN-PROD-0665-RTN-0761,PROD-0665,RTN-0761,INSPECTED,6
TWIN-PROD-0185-RTN-0762,PROD-0185,RTN-0762,INSPECTED,9
TWIN-PROD-0396-RTN-0763,PROD-0396,RTN-0763,INSPECTED,0
TWIN-PROD-0931-RTN-0764,PROD-0931,RTN-0764,INSPECTED,0
TWIN-PROD-0162-RTN-0765,PROD-0162,RTN-0765,INSPECTED,4
TWIN-PROD-0874-RTN-0766,PROD-0874,RTN-0766,INSPECTED,0
TWIN-PROD-0849-RTN-0767,PROD-0849,RTN-0767,INSPECTED,7
TWIN-PROD-0659-RTN-0768,PROD-0659,RTN-0768,INSPECTED,1
TWIN-PROD-0184-RTN-0769,PROD-0184,RTN-0769,INSPECTED,0
TWIN-PROD-0288-RTN-0770,PROD-0288,RTN-0770,INSPECTED,10
TWIN-PROD-0436-RTN-0771,PROD-0436,RTN-0771,INSPECTED,7
TWIN-PROD-0029-RTN-0772,PROD-0029,RTN-0772,INSPECTED,0
TWIN-PROD-0509-RTN-0773,PROD-0509,RTN-0773,INSPECTED,0
TWIN-PROD-0951-RTN-0774,PROD-0951,RTN-0774,INSPECTED,0
TWIN-PROD-0502-RTN-0775,PROD-0502,RTN-0775,INSPECTED,0
TWIN-PROD-0318-RTN-0776,PROD-0318,RTN-0776,INSPECTED,0
TWIN-PROD-0731-RTN-0777,PROD-0731,RTN-0777,INSPECTED,0
TWIN-PROD-0817-RTN-0778,PROD-0817,RTN-0778,INSPECTED,0
TWIN-PROD-0136-RTN-0779,PROD-0136,RTN-0779,INSPECTED,6
TWIN-PROD-0346-RTN-0780,PROD-0346,RTN-0780,INSPECTED,0
TWIN-PROD-0404-RTN-0781,PROD-0404,RTN-0781,INSPECTED,0
TWIN-PROD-0010-RTN-0782,PROD-0010,RTN-0782,INSPECTED,0
TWIN-PROD-0482-RTN-0783,PROD-0482,RTN-0783,INSPECTED,6
TWIN-PROD-0284-RTN-0784,PROD-0284,RTN-0784,INSPECTED,10
TWIN-PROD-0542-RTN-0785,PROD-0542,RTN-0785,INSPECTED,0
TWIN-PROD-0665-RTN-0786,PROD-0665,RTN-0786,INSPECTED,6
TWIN-PROD-0532-RTN-0787,PROD-0532,RTN-0787,INSPECTED,0
TWIN-PROD-0661-RTN-0788,PROD-0661,RTN-0788,INSPECTED,7
TWIN-PROD-0409-RTN-0789,PROD-0409,RTN-0789,INSPECTED,8
TWIN-PROD-0679-RTN-0790,PROD-0679,RTN-0790,INSPECTED,0
TWIN-PROD-0864-RTN-0791,PROD-0864,RTN-0791,INSPECTED,0
TWIN-PROD-0139-RTN-0792,PROD-0139,RTN-0792,INSPECTED,0
TWIN-PROD-0421-RTN-0793,PROD-0421,RTN-0793,INSPECTED,8
TWIN-PROD-0995-RTN-0794,PROD-0995,RTN-0794,INSPECTED,1
TWIN-PROD-0358-RTN-0795,PROD-0358,RTN-0795,INSPECTED,10
TWIN-PROD-0444-RTN-0796,PROD-0444,RTN-0796,INSPECTED,3
TWIN-PROD-0040-RTN-0797,PROD-0040,RTN-0797,INSPECTED,0
TWIN-PROD-0542-RTN-0798,PROD-0542,RTN-0798,INSPECTED,0
TWIN-PROD-0495-RTN-0799,PROD-0495,RTN-0799,INSPECTED,0
TWIN-PROD-0203-RTN-0800,PROD-0203,RTN-0800,INSPECTED,2
TWIN-PROD-0184-RTN-0801,PROD-0184,RTN-0801,INSPECTED,10
TWIN-PROD-0803-RTN-0802,PROD-0803,RTN-0802,INSPECTED,0
TWIN-PROD-0716-RTN-0803,PROD-0716,RTN-0803,INSPECTED,9
TWIN-PROD-0294-RTN-0804,PROD-0294,RTN-0804,INSPECTED,0
TWIN-PROD-0531-RTN-0805,PROD-0531,RTN-0805,INSPECTED,0
TWIN-PROD-0277-RTN-0806,PROD-0277,RTN-0806,INSPECTED,0
TWIN-PROD-0316-RTN-0807,PROD-0316,RTN-0807,INSPECTED,9
TWIN-PROD-0394-RTN-0808,PROD-0394,RTN-0808,INSPECTED,0
TWIN-PROD-0802-RTN-0809,PROD-0802,RTN-0809,INSPECTED,0
TWIN-PROD-0350-RTN-0810,PROD-0350,RTN-0810,INSPECTED,3
TWIN-PROD-0862-RTN-0811,PROD-0862,RTN-0811,INSPECTED,0
TWIN-PROD-0181-RTN-0812,PROD-0181,RTN-0812,INSPECTED,0
TWIN-PROD-0967-RTN-0813,PROD-0967,RTN-0813,INSPECTED,8
TWIN-PROD-0132-RTN-0814,PROD-0132,RTN-0814,INSPECTED,1
TWIN-PROD-0671-RTN-0815,PROD-0671,RTN-0815,INSPECTED,0
TWIN-PROD-0160-RTN-0816,PROD-0160,RTN-0816,INSPECTED,0
TWIN-PROD-0326-RTN-0817,PROD-0326,RTN-0817,INSPECTED,0
TWIN-PROD-0445-RTN-0818,PROD-0445,RTN-0818,INSPECTED,1
TWIN-PROD-0140-RTN-0819,PROD-0140,RTN-0819,INSPECTED,0
TWIN-PROD-0205-RTN-0820,PROD-0205,RTN-0820,INSPECTED,0
TWIN-PROD-0175-RTN-0821,PROD-0175,RTN-0821,INSPECTED,0
TWIN-PROD-0092-RTN-0822,PROD-0092,RTN-0822,INSPECTED,0
TWIN-PROD-0958-RTN-0823,PROD-0958,RTN-0823,INSPECTED,0
TWIN-PROD-0184-RTN-0824,PROD-0184,RTN-0824,INSPECTED,0
TWIN-PROD-0028-RTN-0825,PROD-0028,RTN-0825,INSPECTED,0
TWIN-PROD-0342-RTN-0826,PROD-0342,RTN-0826,INSPECTED,0
TWIN-PROD-0234-RTN-0827,PROD-0234,RTN-0827,INSPECTED,0
TWIN-PROD-0445-RTN-0828,PROD-0445,RTN-0828,INSPECTED,3
TWIN-PROD-0330-RTN-0829,PROD-0330,RTN-0829,INSPECTED,0
TWIN-PROD-0732-RTN-0830,PROD-0732,RTN-0830,INSPECTED,0
TWIN-PROD-0810-RTN-0831,PROD-0810,RTN-0831,INSPECTED,2
TWIN-PROD-0039-RTN-0832,PROD-0039,RTN-0832,INSPECTED,0
TWIN-PROD-0654-RTN-0833,PROD-0654,RTN-0833,INSPECTED,0
TWIN-PROD-0913-RTN-0834,PROD-0913,RTN-0834,INSPECTED,0
TWIN-PROD-0774-RTN-0835,PROD-0774,RTN-0835,INSPECTED,0
TWIN-PROD-0691-RTN-0836,PROD-0691,RTN-0836,INSPECTED,0
TWIN-PROD-0398-RTN-0837,PROD-0398,RTN-0837,INSPECTED,0
TWIN-PROD-0552-RTN-0838,PROD-0552,RTN-0838,INSPECTED,3
TWIN-PROD-0519-RTN-0839,PROD-0519,RTN-0839,INSPECTED,0
TWIN-PROD-0528-RTN-0840,PROD-0528,RTN-0840,INSPECTED,0
TWIN-PROD-0238-RTN-0841,PROD-0238,RTN-0841,INSPECTED,0
TWIN-PROD-0764-RTN-0842,PROD-0764,RTN-0842,INSPECTED,9
TWIN-PROD-0547-RTN-0843,PROD-0547,RTN-0843,INSPECTED,0
TWIN-PROD-0688-RTN-0844,PROD-0688,RTN-0844,INSPECTED,6
TWIN-PROD-0243-RTN-0845,PROD-0243,RTN-0845,INSPECTED,0
TWIN-PROD-0612-RTN-0846,PROD-0612,RTN-0846,INSPECTED,0
TWIN-PROD-0895-RTN-0847,PROD-0895,RTN-0847,INSPECTED,2
TWIN-PROD-0267-RTN-0848,PROD-0267,RTN-0848,INSPECTED,0
TWIN-PROD-0516-RTN-0849,PROD-0516,RTN-0849,INSPECTED,4
TWIN-PROD-0765-RTN-0850,PROD-0765,RTN-0850,INSPECTED,0
TWIN-PROD-0090-RTN-0851,PROD-0090,RTN-0851,INSPECTED,0
TWIN-PROD-0525-RTN-0852,PROD-0525,RTN-0852,INSPECTED,0
TWIN-PROD-0484-RTN-0853,PROD-0484,RTN-0853,INSPECTED,0
TWIN-PROD-0276-RTN-0854,PROD-0276,RTN-0854,INSPECTED,0
TWIN-PROD-0856-RTN-0855,PROD-0856,RTN-0855,INSPECTED,4
TWIN-PROD-0992-RTN-0856,PROD-0992,RTN-0856,INSPECTED,0
TWIN-PROD-0787-RTN-0857,PROD-0787,RTN-0857,INSPECTED,9
TWIN-PROD-0704-RTN-0858,PROD-0704,RTN-0858,INSPECTED,0
TWIN-PROD-0401-RTN-0859,PROD-0401,RTN-0859,INSPECTED,5
TWIN-PROD-0613-RTN-0860,PROD-0613,RTN-0860,INSPECTED,0
TWIN-PROD-0835-RTN-0861,PROD-0835,RTN-0861,INSPECTED,5
TWIN-PROD-0954-RTN-0862,PROD-0954,RTN-0862,INSPECTED,0
TWIN-PROD-0918-RTN-0863,PROD-0918,RTN-0863,INSPECTED,0
TWIN-PROD-0578-RTN-0864,PROD-0578,RTN-0864,INSPECTED,0
TWIN-PROD-0405-RTN-0865,PROD-0405,RTN-0865,INSPECTED,0
TWIN-PROD-0008-RTN-0866,PROD-0008,RTN-0866,INSPECTED,0
TWIN-PROD-0632-RTN-0867,PROD-0632,RTN-0867,INSPECTED,1
TWIN-PROD-0456-RTN-0868,PROD-0456,RTN-0868,INSPECTED,0
TWIN-PROD-0371-RTN-0869,PROD-0371,RTN-0869,INSPECTED,1
TWIN-PROD-0714-RTN-0870,PROD-0714,RTN-0870,INSPECTED,0
TWIN-PROD-0420-RTN-0871,PROD-0420,RTN-0871,INSPECTED,0
TWIN-PROD-0781-RTN-0872,PROD-0781,RTN-0872,INSPECTED,0
TWIN-PROD-0009-RTN-0873,PROD-0009,RTN-0873,INSPECTED,0
TWIN-PROD-0782-RTN-0874,PROD-0782,RTN-0874,INSPECTED,1
TWIN-PROD-0356-RTN-0875,PROD-0356,RTN-0875,INSPECTED,0
TWIN-PROD-0141-RTN-0876,PROD-0141,RTN-0876,INSPECTED,10
TWIN-PROD-0274-RTN-0877,PROD-0274,RTN-0877,INSPECTED,0
TWIN-PROD-0946-RTN-0878,PROD-0946,RTN-0878,INSPECTED,0
TWIN-PROD-0585-RTN-0879,PROD-0585,RTN-0879,INSPECTED,0
TWIN-PROD-0331-RTN-0880,PROD-0331,RTN-0880,INSPECTED,0
TWIN-PROD-0069-RTN-0881,PROD-0069,RTN-0881,INSPECTED,0
TWIN-PROD-0123-RTN-0882,PROD-0123,RTN-0882,INSPECTED,0
TWIN-PROD-0709-RTN-0883,PROD-0709,RTN-0883,INSPECTED,4
TWIN-PROD-0655-RTN-0884,PROD-0655,RTN-0884,INSPECTED,3
TWIN-PROD-0356-RTN-0885,PROD-0356,RTN-0885,INSPECTED,0
TWIN-PROD-0670-RTN-0886,PROD-0670,RTN-0886,INSPECTED,0
TWIN-PROD-0581-RTN-0887,PROD-0581,RTN-0887,INSPECTED,0
TWIN-PROD-0762-RTN-0888,PROD-0762,RTN-0888,INSPECTED,4
TWIN-PROD-0568-RTN-0889,PROD-0568,RTN-0889,INSPECTED,0
TWIN-PROD-0692-RTN-0890,PROD-0692,RTN-0890,INSPECTED,1
TWIN-PROD-0999-RTN-0891,PROD-0999,RTN-0891,INSPECTED,0
TWIN-PROD-0366-RTN-0892,PROD-0366,RTN-0892,INSPECTED,0
TWIN-PROD-0397-RTN-0893,PROD-0397,RTN-0893,INSPECTED,0
TWIN-PROD-0085-RTN-0894,PROD-0085,RTN-0894,INSPECTED,0
TWIN-PROD-0833-RTN-0895,PROD-0833,RTN-0895,INSPECTED,0
TWIN-PROD-0754-RTN-0896,PROD-0754,RTN-0896,INSPECTED,0
TWIN-PROD-0102-RTN-0897,PROD-0102,RTN-0897,INSPECTED,0
TWIN-PROD-0342-RTN-0898,PROD-0342,RTN-0898,INSPECTED,0
TWIN-PROD-0057-RTN-0899,PROD-0057,RTN-0899,INSPECTED,4
TWIN-PROD-0015-RTN-0900,PROD-0015,RTN-0900,INSPECTED,0
TWIN-PROD-0233-RTN-0901,PROD-0233,RTN-0901,INSPECTED,0
TWIN-PROD-0985-RTN-0902,PROD-0985,RTN-0902,INSPECTED,0
TWIN-PROD-0093-RTN-0903,PROD-0093,RTN-0903,INSPECTED,0
TWIN-PROD-0919-RTN-0904,PROD-0919,RTN-0904,INSPECTED,4
TWIN-PROD-0446-RTN-0905,PROD-0446,RTN-0905,INSPECTED,0
TWIN-PROD-0778-RTN-0906,PROD-0778,RTN-0906,INSPECTED,0
TWIN-PROD-0405-RTN-0907,PROD-0405,RTN-0907,INSPECTED,0
TWIN-PROD-0697-RTN-0908,PROD-0697,RTN-0908,INSPECTED,0
TWIN-PROD-0911-RTN-0909,PROD-0911,RTN-0909,INSPECTED,3
TWIN-PROD-0032-RTN-0910,PROD-0032,RTN-0910,INSPECTED,0
TWIN-PROD-0305-RTN-0911,PROD-0305,RTN-0911,INSPECTED,0
TWIN-PROD-0456-RTN-0912,PROD-0456,RTN-0912,INSPECTED,0
TWIN-PROD-0564-RTN-0913,PROD-0564,RTN-0913,INSPECTED,9
TWIN-PROD-0849-RTN-0914,PROD-0849,RTN-0914,INSPECTED,1
TWIN-PROD-0667-RTN-0915,PROD-0667,RTN-0915,INSPECTED,9
TWIN-PROD-0615-RTN-0916,PROD-0615,RTN-0916,INSPECTED,0
TWIN-PROD-0460-RTN-0917,PROD-0460,RTN-0917,INSPECTED,0
TWIN-PROD-0140-RTN-0918,PROD-0140,RTN-0918,INSPECTED,0
TWIN-PROD-0514-RTN-0919,PROD-0514,RTN-0919,INSPECTED,2
TWIN-PROD-0556-RTN-0920,PROD-0556,RTN-0920,INSPECTED,0
TWIN-PROD-0592-RTN-0921,PROD-0592,RTN-0921,INSPECTED,9
TWIN-PROD-0144-RTN-0922,PROD-0144,RTN-0922,INSPECTED,0
TWIN-PROD-0936-RTN-0923,PROD-0936,RTN-0923,INSPECTED,0
TWIN-PROD-0349-RTN-0924,PROD-0349,RTN-0924,INSPECTED,0
TWIN-PROD-0147-RTN-0925,PROD-0147,RTN-0925,INSPECTED,0
TWIN-PROD-0747-RTN-0926,PROD-0747,RTN-0926,INSPECTED,10
TWIN-PROD-0878-RTN-0927,PROD-0878,RTN-0927,INSPECTED,3
TWIN-PROD-0837-RTN-0928,PROD-0837,RTN-0928,INSPECTED,0
TWIN-PROD-0489-RTN-0929,PROD-0489,RTN-0929,INSPECTED,9
TWIN-PROD-0718-RTN-0930,PROD-0718,RTN-0930,INSPECTED,0
TWIN-PROD-0323-RTN-0931,PROD-0323,RTN-0931,INSPECTED,0
TWIN-PROD-0058-RTN-0932,PROD-0058,RTN-0932,INSPECTED,0
TWIN-PROD-0791-RTN-0933,PROD-0791,RTN-0933,INSPECTED,10
TWIN-PROD-0990-RTN-0934,PROD-0990,RTN-0934,INSPECTED,7
TWIN-PROD-0080-RTN-0935,PROD-0080,RTN-0935,INSPECTED,1
TWIN-PROD-0565-RTN-0936,PROD-0565,RTN-0936,INSPECTED,0
TWIN-PROD-0063-RTN-0937,PROD-0063,RTN-0937,INSPECTED,0
TWIN-PROD-0396-RTN-0938,PROD-0396,RTN-0938,INSPECTED,0
TWIN-PROD-0498-RTN-0939,PROD-0498,RTN-0939,INSPECTED,1
TWIN-PROD-0522-RTN-0940,PROD-0522,RTN-0940,INSPECTED,0
TWIN-PROD-0476-RTN-0941,PROD-0476,RTN-0941,INSPECTED,0
TWIN-PROD-0808-RTN-0942,PROD-0808,RTN-0942,INSPECTED,0
TWIN-PROD-0466-RTN-0943,PROD-0466,RTN-0943,INSPECTED,10
TWIN-PROD-0750-RTN-0944,PROD-0750,RTN-0944,INSPECTED,0
TWIN-PROD-0505-RTN-0945,PROD-0505,RTN-0945,INSPECTED,0
TWIN-PROD-0863-RTN-0946,PROD-0863,RTN-0946,INSPECTED,7
TWIN-PROD-0950-RTN-0947,PROD-0950,RTN-0947,INSPECTED,0
TWIN-PROD-0173-RTN-0948,PROD-0173,RTN-0948,INSPECTED,0
TWIN-PROD-0904-RTN-0949,PROD-0904,RTN-0949,INSPECTED,1
TWIN-PROD-0466-RTN-0950,PROD-0466,RTN-0950,INSPECTED,7
TWIN-PROD-0938-RTN-0951,PROD-0938,RTN-0951,INSPECTED,0
TWIN-PROD-0344-RTN-0952,PROD-0344,RTN-0952,INSPECTED,5
TWIN-PROD-0008-RTN-0953,PROD-0008,RTN-0953,INSPECTED,0
TWIN-PROD-0008-RTN-0954,PROD-0008,RTN-0954,INSPECTED,0
TWIN-PROD-0245-RTN-0955,PROD-0245,RTN-0955,INSPECTED,0
TWIN-PROD-0613-RTN-0956,PROD-0613,RTN-0956,INSPECTED,0
TWIN-PROD-0293-RTN-0957,PROD-0293,RTN-0957,INSPECTED,0
TWIN-PROD-0113-RTN-0958,PROD-0113,RTN-0958,INSPECTED,0
TWIN-PROD-0145-RTN-0959,PROD-0145,RTN-0959,INSPECTED,0
TWIN-PROD-0550-RTN-0960,PROD-0550,RTN-0960,INSPECTED,8
TWIN-PROD-0811-RTN-0961,PROD-0811,RTN-0961,INSPECTED,0
TWIN-PROD-0057-RTN-0962,PROD-0057,RTN-0962,INSPECTED,8
TWIN-PROD-0599-RTN-0963,PROD-0599,RTN-0963,INSPECTED,0
TWIN-PROD-0980-RTN-0964,PROD-0980,RTN-0964,INSPECTED,0
TWIN-PROD-0313-RTN-0965,PROD-0313,RTN-0965,INSPECTED,5
TWIN-PROD-0356-RTN-0966,PROD-0356,RTN-0966,INSPECTED,0
TWIN-PROD-0053-RTN-0967,PROD-0053,RTN-0967,INSPECTED,0
TWIN-PROD-0649-RTN-0968,PROD-0649,RTN-0968,INSPECTED,0
TWIN-PROD-0064-RTN-0969,PROD-0064,RTN-0969,INSPECTED,0
TWIN-PROD-0165-RTN-0970,PROD-0165,RTN-0970,INSPECTED,0
TWIN-PROD-0475-RTN-0971,PROD-0475,RTN-0971,INSPECTED,0
TWIN-PROD-0819-RTN-0972,PROD-0819,RTN-0972,INSPECTED,0
TWIN-PROD-0664-RTN-0973,PROD-0664,RTN-0973,INSPECTED,0
TWIN-PROD-0202-RTN-0974,PROD-0202,RTN-0974,INSPECTED,0
TWIN-PROD-0186-RTN-0975,PROD-0186,RTN-0975,INSPECTED,4
TWIN-PROD-0128-RTN-0976,PROD-0128,RTN-0976,INSPECTED,0
TWIN-PROD-0117-RTN-0977,PROD-0117,RTN-0977,INSPECTED,1
TWIN-PROD-0510-RTN-0978,PROD-0510,RTN-0978,INSPECTED,0
TWIN-PROD-0887-RTN-0979,PROD-0887,RTN-0979,INSPECTED,0
TWIN-PROD-0036-RTN-0980,PROD-0036,RTN-0980,INSPECTED,0
TWIN-PROD-0548-RTN-0981,PROD-0548,RTN-0981,INSPECTED,0
TWIN-PROD-0246-RTN-0982,PROD-0246,RTN-0982,INSPECTED,0
TWIN-PROD-0178-RTN-0983,PROD-0178,RTN-0983,INSPECTED,0
TWIN-PROD-0906-RTN-0984,PROD-0906,RTN-0984,INSPECTED,0
TWIN-PROD-0484-RTN-0985,PROD-0484,RTN-0985,INSPECTED,2
TWIN-PROD-0822-RTN-0986,PROD-0822,RTN-0986,INSPECTED,9
TWIN-PROD-0941-RTN-0987,PROD-0941,RTN-0987,INSPECTED,0
TWIN-PROD-0866-RTN-0988,PROD-0866,RTN-0988,INSPECTED,3
TWIN-PROD-0298-RTN-0989,PROD-0298,RTN-0989,INSPECTED,0
TWIN-PROD-0633-RTN-0990,PROD-0633,RTN-0990,INSPECTED,1
TWIN-PROD-0632-RTN-0991,PROD-0632,RTN-0991,INSPECTED,9
TWIN-PROD-0669-RTN-0992,PROD-0669,RTN-0992,INSPECTED,0
TWIN-PROD-0416-RTN-0993,PROD-0416,RTN-0993,INSPECTED,0
TWIN-PROD-0659-RTN-0994,PROD-0659,RTN-0994,INSPECTED,5
TWIN-PROD-0773-RTN-0995,PROD-0773,RTN-0995,INSPECTED,2
TWIN-PROD-0062-RTN-0996,PROD-0062,RTN-0996,INSPECTED,0
